tracking_timestamp_us,utc_timestamp_ns,session_uid,tx_odometry_device,ty_odometry_device,tz_odometry_device,qx_odometry_device,qy_odometry_device,qz_odometry_device,qw_odometry_device,device_linear_velocity_x_odometry,device_linear_velocity_y_odometry,device_linear_velocity_z_odometry,angular_velocity_x_device,angular_velocity_y_device,angular_velocity_z_device,gravity_x_odometry,gravity_y_odometry,gravity_z_odometry,quality_score
155608555,1686767228408869207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.796486,-4.149563,-0.025270,-0.343091,0.673451,0.272177,0.595543,0.638709,-0.713284,0.005775,-0.694432,-0.114276,0.137134,0.000000,0.000000,-9.810000,1.0
155609554,1686767228409868207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.795848,-4.150276,-0.025265,-0.343236,0.673347,0.272471,0.595444,0.639314,-0.713343,0.004185,-0.692481,-0.110660,0.139187,0.000000,0.000000,-9.810000,1.0
155610598,1686767228410912207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.795179,-4.151021,-0.025261,-0.343386,0.673239,0.272777,0.595339,0.640111,-0.713338,0.002658,-0.688865,-0.112350,0.138104,0.000000,0.000000,-9.810000,1.0
155611552,1686767228411866207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.794568,-4.151702,-0.025259,-0.343522,0.673139,0.273056,0.595245,0.640617,-0.713368,0.001319,-0.687325,-0.114487,0.137001,0.000000,0.000000,-9.810000,1.0
155612552,1686767228412866207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.793927,-4.152416,-0.025259,-0.343666,0.673034,0.273347,0.595148,0.640790,-0.713504,-0.000109,-0.688286,-0.120182,0.132170,0.000000,0.000000,-9.810000,1.0
155613551,1686767228413865207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.793286,-4.153129,-0.025260,-0.343811,0.672925,0.273639,0.595053,0.640729,-0.713706,-0.001628,-0.690993,-0.125310,0.126575,0.000000,0.000000,-9.810000,1.0
155614549,1686767228414863207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.792646,-4.153841,-0.025262,-0.343956,0.672815,0.273929,0.594960,0.641473,-0.713742,-0.003123,-0.687725,-0.127962,0.124026,0.000000,0.000000,-9.810000,1.0
155615595,1686767228415909207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.791975,-4.154588,-0.025266,-0.344108,0.672699,0.274232,0.594864,0.642127,-0.713834,-0.004973,-0.685094,-0.127463,0.121322,0.000000,0.000000,-9.810000,1.0
155616549,1686767228416863207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.791361,-4.155269,-0.025272,-0.344246,0.672593,0.274507,0.594777,0.643132,-0.713807,-0.006110,-0.679838,-0.126724,0.124698,0.000000,0.000000,-9.810000,1.0
155617548,1686767228417862207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.790718,-4.155982,-0.025278,-0.344388,0.672484,0.274794,0.594685,0.643235,-0.713994,-0.007361,-0.681464,-0.126721,0.126256,0.000000,0.000000,-9.810000,1.0
155618547,1686767228418861207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.790075,-4.156696,-0.025286,-0.344531,0.672375,0.275083,0.594592,0.643539,-0.714114,-0.008596,-0.681596,-0.126173,0.128860,0.000000,0.000000,-9.810000,1.0
155619546,1686767228419860207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.789431,-4.157410,-0.025296,-0.344673,0.672266,0.275371,0.594500,0.644190,-0.714249,-0.011012,-0.678402,-0.123071,0.122372,0.000000,0.000000,-9.810000,1.0
155620591,1686767228420905207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.788757,-4.158157,-0.025309,-0.344824,0.672152,0.275668,0.594404,0.645029,-0.714342,-0.013081,-0.674108,-0.122672,0.117589,0.000000,0.000000,-9.810000,1.0
155621545,1686767228421859207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.788141,-4.158839,-0.025322,-0.344962,0.672047,0.275936,0.594317,0.645600,-0.714473,-0.015042,-0.671321,-0.122825,0.111761,0.000000,0.000000,-9.810000,1.0
155622544,1686767228422858207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.787495,-4.159554,-0.025338,-0.345107,0.671937,0.276217,0.594227,0.645335,-0.714738,-0.016554,-0.674980,-0.123413,0.110051,0.000000,0.000000,-9.810000,1.0
155623544,1686767228423858207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.786850,-4.160268,-0.025355,-0.345255,0.671826,0.276497,0.594137,0.645375,-0.714966,-0.018421,-0.676159,-0.122883,0.106060,0.000000,0.000000,-9.810000,1.0
155624543,1686767228424857207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.786205,-4.160983,-0.025375,-0.345403,0.671714,0.276776,0.594048,0.645705,-0.715105,-0.019946,-0.675330,-0.124223,0.104201,0.000000,0.000000,-9.810000,1.0
155625588,1686767228425902207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.785530,-4.161731,-0.025396,-0.345558,0.671597,0.277068,0.593954,0.646110,-0.715216,-0.021557,-0.674158,-0.122051,0.105428,0.000000,0.000000,-9.810000,1.0
155626541,1686767228426855207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.784914,-4.162413,-0.025418,-0.345699,0.671490,0.277334,0.593867,0.645925,-0.715415,-0.023072,-0.677196,-0.120460,0.105480,0.000000,0.000000,-9.810000,1.0
155627541,1686767228427855207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.784268,-4.163128,-0.025441,-0.345849,0.671378,0.277614,0.593776,0.645810,-0.715627,-0.024773,-0.679621,-0.121770,0.101822,0.000000,0.000000,-9.810000,1.0
155628540,1686767228428854207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.783622,-4.163844,-0.025467,-0.346001,0.671264,0.277891,0.593687,0.646352,-0.715747,-0.027097,-0.676537,-0.123310,0.091947,0.000000,0.000000,-9.810000,1.0
155629539,1686767228429853207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.782976,-4.164559,-0.025496,-0.346155,0.671150,0.278165,0.593598,0.646809,-0.715873,-0.029427,-0.674375,-0.120431,0.085427,0.000000,0.000000,-9.810000,1.0
155630576,1686767228430890207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.782305,-4.165302,-0.025528,-0.346317,0.671032,0.278447,0.593505,0.646760,-0.716124,-0.032019,-0.676269,-0.111141,0.081699,0.000000,0.000000,-9.810000,1.0
155631538,1686767228431852207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.781683,-4.165991,-0.025559,-0.346469,0.670923,0.278706,0.593417,0.646847,-0.716294,-0.033849,-0.676923,-0.107910,0.079337,0.000000,0.000000,-9.810000,1.0
155632537,1686767228432851207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.781036,-4.166708,-0.025594,-0.346628,0.670811,0.278976,0.593325,0.647222,-0.716362,-0.035140,-0.675572,-0.106631,0.081310,0.000000,0.000000,-9.810000,1.0
155633536,1686767228433850207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.780388,-4.167424,-0.025630,-0.346786,0.670700,0.279244,0.593232,0.647939,-0.716353,-0.036534,-0.671462,-0.105535,0.082380,0.000000,0.000000,-9.810000,1.0
155634536,1686767228434850207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.779740,-4.168140,-0.025667,-0.346942,0.670589,0.279512,0.593140,0.648306,-0.716406,-0.037856,-0.669946,-0.104986,0.083433,0.000000,0.000000,-9.810000,1.0
155635581,1686767228435895207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.779063,-4.168889,-0.025707,-0.347106,0.670473,0.279791,0.593043,0.648223,-0.716597,-0.039920,-0.671400,-0.103045,0.078586,0.000000,0.000000,-9.810000,1.0
155636534,1686767228436848207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.778445,-4.169573,-0.025746,-0.347257,0.670368,0.280044,0.592954,0.648620,-0.716616,-0.041445,-0.669221,-0.103043,0.076509,0.000000,0.000000,-9.810000,1.0
155637534,1686767228437848207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.777796,-4.170290,-0.025789,-0.347417,0.670256,0.280309,0.592861,0.648011,-0.716876,-0.043490,-0.674259,-0.099515,0.072223,0.000000,0.000000,-9.810000,1.0
155638533,1686767228438847207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.777149,-4.171006,-0.025833,-0.347579,0.670145,0.280572,0.592768,0.648396,-0.716899,-0.045151,-0.671541,-0.099510,0.069629,0.000000,0.000000,-9.810000,1.0
155639532,1686767228439846207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.776500,-4.171723,-0.025879,-0.347742,0.670033,0.280834,0.592675,0.648307,-0.717058,-0.047484,-0.671772,-0.098119,0.061140,0.000000,0.000000,-9.810000,1.0
155640577,1686767228440891207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.775823,-4.172472,-0.025930,-0.347915,0.669915,0.281105,0.592579,0.648774,-0.717036,-0.049380,-0.668187,-0.096997,0.057798,0.000000,0.000000,-9.810000,1.0
155641531,1686767228441845207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.775203,-4.173156,-0.025978,-0.348073,0.669808,0.281350,0.592490,0.648794,-0.717123,-0.051521,-0.668025,-0.092376,0.053543,0.000000,0.000000,-9.810000,1.0
155642530,1686767228442844207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.774555,-4.173873,-0.026030,-0.348240,0.669697,0.281605,0.592397,0.648589,-0.717228,-0.053152,-0.670129,-0.087482,0.055108,0.000000,0.000000,-9.810000,1.0
155643529,1686767228443843207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.773907,-4.174590,-0.026084,-0.348409,0.669586,0.281861,0.592301,0.648524,-0.717355,-0.055053,-0.670524,-0.085491,0.051943,0.000000,0.000000,-9.810000,1.0
155644528,1686767228444842207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.773258,-4.175308,-0.026140,-0.348578,0.669475,0.282115,0.592206,0.648419,-0.717466,-0.056678,-0.671331,-0.084188,0.051073,0.000000,0.000000,-9.810000,1.0
155645573,1686767228445887207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.772580,-4.176058,-0.026200,-0.348756,0.669359,0.282381,0.592106,0.648641,-0.717484,-0.058363,-0.669150,-0.086759,0.047373,0.000000,0.000000,-9.810000,1.0
155646527,1686767228446841207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.771961,-4.176743,-0.026257,-0.348918,0.669252,0.282622,0.592016,0.648502,-0.717571,-0.059808,-0.669900,-0.085752,0.047656,0.000000,0.000000,-9.810000,1.0
155647526,1686767228447840207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.771313,-4.177460,-0.026318,-0.349089,0.669140,0.282875,0.591920,0.648234,-0.717744,-0.061720,-0.671487,-0.083261,0.045409,0.000000,0.000000,-9.810000,1.0
155648526,1686767228448840207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.770665,-4.178178,-0.026380,-0.349262,0.669029,0.283127,0.591824,0.647932,-0.717946,-0.063975,-0.673050,-0.078239,0.042073,0.000000,0.000000,-9.810000,1.0
155649525,1686767228449839207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.770017,-4.178896,-0.026445,-0.349437,0.668918,0.283377,0.591726,0.647760,-0.718120,-0.066120,-0.673497,-0.075961,0.037744,0.000000,0.000000,-9.810000,1.0
155650570,1686767228450884207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.769340,-4.179647,-0.026516,-0.349622,0.668800,0.283637,0.591626,0.647868,-0.718245,-0.068459,-0.671395,-0.077999,0.029014,0.000000,0.000000,-9.810000,1.0
155651523,1686767228451837207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.768722,-4.180332,-0.026582,-0.349792,0.668692,0.283872,0.591535,0.647594,-0.718395,-0.070055,-0.672588,-0.080000,0.026093,0.000000,0.000000,-9.810000,1.0
155652523,1686767228452837207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.768074,-4.181050,-0.026653,-0.349971,0.668577,0.284119,0.591440,0.647290,-0.718520,-0.071549,-0.673890,-0.081563,0.025263,0.000000,0.000000,-9.810000,1.0
155653522,1686767228453836207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.767428,-4.181768,-0.026725,-0.350150,0.668461,0.284367,0.591346,0.646954,-0.718615,-0.072568,-0.675841,-0.082753,0.029230,0.000000,0.000000,-9.810000,1.0
155654521,1686767228454835207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.766781,-4.182487,-0.026798,-0.350328,0.668346,0.284615,0.591252,0.646956,-0.718699,-0.074443,-0.674495,-0.083920,0.025196,0.000000,0.000000,-9.810000,1.0
155655566,1686767228455880207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.766104,-4.183238,-0.026877,-0.350516,0.668225,0.284872,0.591154,0.647280,-0.718737,-0.076824,-0.670542,-0.079330,0.022229,0.000000,0.000000,-9.810000,1.0
155656520,1686767228456834207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.765486,-4.183924,-0.026951,-0.350687,0.668115,0.285105,0.591063,0.647366,-0.718807,-0.078876,-0.668611,-0.075453,0.020406,0.000000,0.000000,-9.810000,1.0
155657519,1686767228457833207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.764839,-4.184643,-0.027031,-0.350867,0.668002,0.285347,0.590968,0.647166,-0.718892,-0.080479,-0.669282,-0.072257,0.022957,0.000000,0.000000,-9.810000,1.0
155658518,1686767228458832207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.764192,-4.185362,-0.027112,-0.351048,0.667888,0.285591,0.590871,0.646343,-0.719111,-0.082084,-0.674249,-0.074398,0.020441,0.000000,0.000000,-9.810000,1.0
155659518,1686767228459832207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.763546,-4.186081,-0.027195,-0.351230,0.667773,0.285836,0.590775,0.645832,-0.719266,-0.083438,-0.676780,-0.077916,0.019423,0.000000,0.000000,-9.810000,1.0
155660562,1686767228460876207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.762871,-4.186832,-0.027283,-0.351420,0.667651,0.286091,0.590676,0.646051,-0.719286,-0.085305,-0.673459,-0.078212,0.017473,0.000000,0.000000,-9.810000,1.0
155661515,1686767228461829207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.762255,-4.187518,-0.027366,-0.351593,0.667541,0.286323,0.590585,0.646425,-0.719260,-0.087245,-0.669294,-0.074700,0.016932,0.000000,0.000000,-9.810000,1.0
155662516,1686767228462830207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.761608,-4.188238,-0.027454,-0.351775,0.667427,0.286564,0.590489,0.646412,-0.719326,-0.089390,-0.668297,-0.068977,0.016850,0.000000,0.000000,-9.810000,1.0
155663515,1686767228463829207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.760962,-4.188957,-0.027545,-0.351958,0.667313,0.286804,0.590391,0.645434,-0.719653,-0.091691,-0.674508,-0.065041,0.012969,0.000000,0.000000,-9.810000,1.0
155664514,1686767228464828207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.760317,-4.189677,-0.027637,-0.352145,0.667199,0.287043,0.590292,0.644983,-0.719887,-0.094119,-0.676420,-0.063531,0.006548,0.000000,0.000000,-9.810000,1.0
155665559,1686767228465873207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.759643,-4.190429,-0.027737,-0.352343,0.667079,0.287293,0.590189,0.644448,-0.720124,-0.096366,-0.678947,-0.064269,0.000569,0.000000,0.000000,-9.810000,1.0
155666512,1686767228466826207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.759028,-4.191116,-0.027830,-0.352526,0.666967,0.287519,0.590096,0.644448,-0.720228,-0.098514,-0.677628,-0.062686,-0.003527,0.000000,0.000000,-9.810000,1.0
155667512,1686767228467826207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.758384,-4.191837,-0.027929,-0.352719,0.666850,0.287755,0.589998,0.643935,-0.720458,-0.100534,-0.680251,-0.062985,-0.007421,0.000000,0.000000,-9.810000,1.0
155668511,1686767228468825207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.757740,-4.192557,-0.028031,-0.352914,0.666733,0.287990,0.589899,0.643756,-0.720625,-0.102630,-0.680335,-0.059950,-0.008626,0.000000,0.000000,-9.810000,1.0
155669511,1686767228469825207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.757096,-4.193277,-0.028134,-0.353108,0.666616,0.288225,0.589800,0.643961,-0.720639,-0.104114,-0.677787,-0.059246,-0.005377,0.000000,0.000000,-9.810000,1.0
155670555,1686767228470869207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.756423,-4.194030,-0.028244,-0.353309,0.666496,0.288469,0.589696,0.644214,-0.720660,-0.106199,-0.674609,-0.053664,-0.003130,0.000000,0.000000,-9.810000,1.0
155671509,1686767228471823207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.755809,-4.194717,-0.028346,-0.353492,0.666388,0.288692,0.589599,0.644112,-0.720732,-0.107911,-0.674083,-0.050973,-0.001492,0.000000,0.000000,-9.810000,1.0
155672508,1686767228472822207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.755165,-4.195438,-0.028455,-0.353685,0.666275,0.288925,0.589497,0.643725,-0.720879,-0.109804,-0.675148,-0.051009,-0.003169,0.000000,0.000000,-9.810000,1.0
155673508,1686767228473822207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.754521,-4.196159,-0.028566,-0.353877,0.666162,0.289158,0.589395,0.643551,-0.720981,-0.111619,-0.674474,-0.051625,-0.004096,0.000000,0.000000,-9.810000,1.0
155674507,1686767228474821207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.753878,-4.196879,-0.028679,-0.354071,0.666048,0.289389,0.589295,0.643315,-0.721148,-0.114200,-0.673878,-0.051644,-0.012238,0.000000,0.000000,-9.810000,1.0
155675552,1686767228475866207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.753206,-4.197633,-0.028800,-0.354276,0.665928,0.289628,0.589189,0.642816,-0.721372,-0.116986,-0.675593,-0.045833,-0.016854,0.000000,0.000000,-9.810000,1.0
155676505,1686767228476819207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.752594,-4.198321,-0.028912,-0.354466,0.665820,0.289845,0.589091,0.642298,-0.721575,-0.119213,-0.677780,-0.040475,-0.018116,0.000000,0.000000,-9.810000,1.0
155677505,1686767228477819207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.751951,-4.199043,-0.029032,-0.354665,0.665707,0.290073,0.588985,0.642112,-0.721645,-0.120778,-0.677678,-0.035894,-0.012550,0.000000,0.000000,-9.810000,1.0
155678504,1686767228478818207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.751310,-4.199764,-0.029154,-0.354864,0.665597,0.290301,0.588879,0.642041,-0.721707,-0.122790,-0.676014,-0.033424,-0.012979,0.000000,0.000000,-9.810000,1.0
155679503,1686767228479817207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.750668,-4.200485,-0.029278,-0.355063,0.665486,0.290526,0.588773,0.642084,-0.721785,-0.125316,-0.672894,-0.032562,-0.019544,0.000000,0.000000,-9.810000,1.0
155680548,1686767228480862207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.749998,-4.201240,-0.029410,-0.355273,0.665370,0.290760,0.588662,0.641318,-0.722059,-0.127775,-0.675749,-0.031673,-0.025343,0.000000,0.000000,-9.810000,1.0
155681502,1686767228481816207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.749386,-4.201929,-0.029533,-0.355468,0.665263,0.290972,0.588561,0.640737,-0.722295,-0.129893,-0.677834,-0.029402,-0.028125,0.000000,0.000000,-9.810000,1.0
155682523,1686767228482837207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.748732,-4.202667,-0.029667,-0.355677,0.665149,0.291200,0.588450,0.639996,-0.722539,-0.131687,-0.681476,-0.025018,-0.024892,0.000000,0.000000,-9.810000,1.0
155683500,1686767228483814207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.748106,-4.203374,-0.029797,-0.355879,0.665041,0.291417,0.588342,0.639398,-0.722796,-0.134625,-0.683199,-0.016561,-0.030048,0.000000,0.000000,-9.810000,1.0
155684500,1686767228484814207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.747467,-4.204097,-0.029933,-0.356089,0.664931,0.291638,0.588230,0.638820,-0.723012,-0.137045,-0.685049,-0.012757,-0.033687,0.000000,0.000000,-9.810000,1.0
155685544,1686767228485858207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.746801,-4.204852,-0.030077,-0.356311,0.664816,0.291867,0.588112,0.638029,-0.723298,-0.139737,-0.688070,-0.011069,-0.040748,0.000000,0.000000,-9.810000,1.0
155686498,1686767228486812207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.746191,-4.205543,-0.030211,-0.356515,0.664709,0.292076,0.588005,0.637872,-0.723361,-0.141105,-0.686828,-0.014498,-0.039964,0.000000,0.000000,-9.810000,1.0
155687497,1686767228487811207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.745554,-4.206266,-0.030353,-0.356728,0.664598,0.292295,0.587893,0.637696,-0.723450,-0.142780,-0.685474,-0.015805,-0.039616,0.000000,0.000000,-9.810000,1.0
155688497,1686767228488811207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.744916,-4.206989,-0.030497,-0.356938,0.664486,0.292514,0.587783,0.638147,-0.723332,-0.144042,-0.679726,-0.017489,-0.035147,0.000000,0.000000,-9.810000,1.0
155689496,1686767228489810207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.744278,-4.207712,-0.030642,-0.357147,0.664376,0.292732,0.587672,0.638029,-0.723397,-0.146160,-0.678051,-0.012460,-0.033948,0.000000,0.000000,-9.810000,1.0
155690541,1686767228490855207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.743611,-4.208469,-0.030796,-0.357366,0.664264,0.292958,0.587553,0.637827,-0.723560,-0.149279,-0.676046,-0.003632,-0.038452,0.000000,0.000000,-9.810000,1.0
155691494,1686767228491808207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.743003,-4.209159,-0.030940,-0.357569,0.664161,0.293161,0.587444,0.636781,-0.723920,-0.151887,-0.680722,0.000814,-0.044005,0.000000,0.000000,-9.810000,1.0
155692494,1686767228492808207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.742367,-4.209883,-0.031093,-0.357785,0.664053,0.293374,0.587329,0.636013,-0.724164,-0.153929,-0.683150,-0.000490,-0.047675,0.000000,0.000000,-9.810000,1.0
155693493,1686767228493807207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.741732,-4.210607,-0.031247,-0.358001,0.663944,0.293588,0.587214,0.635170,-0.724375,-0.155305,-0.686455,-0.002952,-0.045691,0.000000,0.000000,-9.810000,1.0
155694493,1686767228494807207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.741096,-4.211332,-0.031404,-0.358217,0.663835,0.293803,0.587098,0.635076,-0.724419,-0.157190,-0.683914,0.000380,-0.042999,0.000000,0.000000,-9.810000,1.0
155695537,1686767228495851207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.740433,-4.212089,-0.031569,-0.358441,0.663722,0.294026,0.586976,0.634948,-0.724498,-0.159256,-0.681413,0.001439,-0.043091,0.000000,0.000000,-9.810000,1.0
155696491,1686767228496805207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.739827,-4.212780,-0.031722,-0.358645,0.663621,0.294230,0.586865,0.634662,-0.724590,-0.160902,-0.680497,0.004779,-0.038853,0.000000,0.000000,-9.810000,1.0
155697490,1686767228497804207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.739193,-4.213504,-0.031884,-0.358859,0.663515,0.294442,0.586747,0.634486,-0.724691,-0.163114,-0.677871,0.005290,-0.041542,0.000000,0.000000,-9.810000,1.0
155698489,1686767228498803207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.738552,-4.214223,-0.032063,-0.358990,0.663345,0.294654,0.586753,0.633974,-0.724887,-0.165507,-0.677879,0.007985,-0.044112,0.000000,0.000000,-9.810000,1.0
155699489,1686767228499803207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.737918,-4.214948,-0.032230,-0.359206,0.663238,0.294863,0.586636,0.633725,-0.725006,-0.167888,-0.675649,0.005264,-0.051051,0.000000,0.000000,-9.810000,1.0
155700534,1686767228500848207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.737256,-4.215706,-0.032406,-0.359432,0.663126,0.295082,0.586515,0.632597,-0.725303,-0.169801,-0.680427,0.004781,-0.051206,0.000000,0.000000,-9.810000,1.0
155701487,1686767228501801207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.736653,-4.216397,-0.032569,-0.359639,0.663023,0.295282,0.586403,0.631974,-0.725451,-0.171379,-0.681889,0.006451,-0.047278,0.000000,0.000000,-9.810000,1.0
155702487,1686767228502801207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.736021,-4.217123,-0.032741,-0.359856,0.662916,0.295494,0.586285,0.631289,-0.725652,-0.173322,-0.683321,0.008083,-0.046056,0.000000,0.000000,-9.810000,1.0
155702610,1686767228502924207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.735348,-4.217204,-0.033146,-0.359871,0.663059,0.295514,0.586104,0.629078,-0.727074,-0.174239,-0.684204,0.008300,-0.047071,0.000000,0.000000,-9.810000,1.0
155703491,1686767228503805207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.734787,-4.217838,-0.033316,-0.359979,0.662900,0.295700,0.586122,0.629103,-0.727109,-0.176204,-0.680495,0.010671,-0.046842,0.000000,0.000000,-9.810000,1.0
155704490,1686767228504804207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.734158,-4.218565,-0.033493,-0.360196,0.662795,0.295910,0.586003,0.628803,-0.727249,-0.178441,-0.678931,0.011071,-0.049029,0.000000,0.000000,-9.810000,1.0
155705535,1686767228505849207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.733501,-4.219326,-0.033680,-0.360422,0.662684,0.296127,0.585879,0.628722,-0.727316,-0.180463,-0.676016,0.012673,-0.047047,0.000000,0.000000,-9.810000,1.0
155706489,1686767228506803207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.732901,-4.220019,-0.033853,-0.360628,0.662584,0.296326,0.585765,0.628103,-0.727525,-0.182178,-0.677621,0.012567,-0.046012,0.000000,0.000000,-9.810000,1.0
155707488,1686767228507802207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.732274,-4.220746,-0.034036,-0.360843,0.662479,0.296536,0.585645,0.627141,-0.727833,-0.183898,-0.681964,0.012528,-0.044588,0.000000,0.000000,-9.810000,1.0
155708486,1686767228508800207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.731649,-4.221473,-0.034221,-0.361061,0.662373,0.296745,0.585524,0.626028,-0.728262,-0.186690,-0.687016,0.016122,-0.051062,0.000000,0.000000,-9.810000,1.0
155709486,1686767228509800207,3edc41cb-c537-e828-8bf9-403e7c3afdfd,-2.731023,-4.222202,-0.034409,-0.361283,0.662267,0.296956,0.585401,0.624966,-0.728644,-0.188768,-0.692612,0.022095,-0.048820,0.000000,0.000000,-9.810000,1.0
